0.387805,272150266.194282
0.443238,543968399.904154
0.471040,285709052.104685
0.496623,405916338.256095
0.497107,375163248.734346
0.497203,418711086.685520
0.497397,384439338.587837
0.498880,420539475.458745
0.499590,408799897.772765
0.499623,408416472.559680
0.500043,433263163.984872
0.500301,401498338.521345
0.500560,439854525.430768
0.500754,454251885.644501
0.500851,492098959.952622
0.500915,408374005.109052
0.500948,423549724.118940
0.501142,486223413.980979
0.501239,438387007.670082
0.501304,438843424.469695
0.501336,417775395.544881
0.501627,426442679.689112
0.501692,433131846.719837
0.502372,465225139.057178
0.502469,422206092.455948
0.502501,408951502.205007
0.502566,396574546.957834
0.502663,386534463.375866
0.502793,451460384.090307
0.502858,519621174.860276
0.502987,442493611.834771
0.503020,379532427.463664
0.503117,459364767.276706
0.503149,443329510.570052
0.503182,456299309.432413
0.503214,461793748.709272
0.503312,420008313.231175
0.503409,378224904.956828
0.503474,425406089.898847
0.503603,414016906.804282
0.503895,403720125.687371
0.503928,413865528.752078
0.504544,437317148.099077
0.504641,457523022.490138
0.504706,536433642.678240
0.505064,441456426.724807
0.505323,446544844.787212
0.505356,501740335.706325
0.505551,447409741.365719
0.505583,463003162.545096
0.505746,481272696.248093
0.505843,446273110.982306
0.506071,468472678.004567
0.506201,485331234.789006
0.506331,463523348.107668
0.506558,446078492.752373
0.506656,474066065.762837
0.506721,455600915.712390
0.506754,439894084.264453
0.506786,421566950.723328
0.506819,510319587.634850
0.507046,472829259.935325
0.507144,462205829.047439
0.507177,493411738.417957
0.507242,495584607.511115
0.507339,486298074.167051
0.507404,471542286.396425
0.507469,457444783.299992
0.507502,435179750.341051
0.507567,451806928.184371
0.507665,484275696.252988
0.507925,485234962.072401
0.507958,458615221.975051
0.508121,536566156.510284
0.508153,466404446.144807
0.508218,517114138.229526
0.508316,507052262.576015
0.508381,496532939.775309
0.508446,544600268.535252
0.508479,485403813.109275
0.508609,529156254.764744
0.508642,515232629.767496
0.508838,513281353.099133
0.508935,493177804.854329
0.509001,574217857.049418
0.509066,495026608.465551
0.509098,522090160.032791
0.509164,479209803.532758
0.509229,512158376.045278
0.509359,514935884.586328
0.509424,527590822.104823
0.509490,487680754.555160
0.509555,477451234.249265
0.509588,496041100.302465
0.509653,547068076.147818
0.509816,489681602.978292
0.509914,531380660.618285
